#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_memnon;Memnon;;;;;;;;;;;;;x
b_memnon_adj;Memnonni;;;;;;;;;;;;;x
b_memnonnar;Memnonnar;;;;;;;;;;;;;x
b_memnonnar_adj;Memnonnarri;;;;;;;;;;;;;x
b_millvuthan;Millvuthan;;;;;;;;;;;;;x
b_millvuthan_adj;Millvuthanian;;;;;;;;;;;;;x
b_minroe;Minroe;;;;;;;;;;;;;x
b_minroe_adj;Minroan;;;;;;;;;;;;;x
b_mintarn;Mintarn;;;;;;;;;;;;;x
b_mintarn_adj;Mintarnan;;;;;;;;;;;;;x
b_mistletoe_keep;Mistletoe Keep;;;;;;;;;;;;;x
b_mistletoe_keep_adj;Mistletoe Keepian;;;;;;;;;;;;;x
b_monguldarath;Monguldarath;;;;;;;;;;;;;x
b_monguldarath_adj;Monguldarathan;;;;;;;;;;;;;x
b_monksblade;Monksblade;;;;;;;;;;;;;x
b_monksblade_adj;Monksblader;;;;;;;;;;;;;x
b_moonever;Moonever;;;;;;;;;;;;;x
b_moonever_adj;Mooneveran;;;;;;;;;;;;;x
b_moonrise_hill;Moonrise Hill;;;;;;;;;;;;;x
b_moonrise_hill_adj;Moonrise Hillian;;;;;;;;;;;;;x
b_moontassel;Moontassel;;;;;;;;;;;;;x
b_moontassel_adj;Moontassellian;;;;;;;;;;;;;x
b_morninggold_keep;Morninggold Keep;;;;;;;;;;;;;x
b_morninggold_keep_adj;Morninggold Keepian;;;;;;;;;;;;;x
b_mosstone;Mosstone;;;;;;;;;;;;;x
b_mosstone_adj;Mosstonian;;;;;;;;;;;;;x
b_mouth_o_gargoyles;Mouth O’ Gargoyles;;;;;;;;;;;;;x
b_mouth_o_gargoyles_adj;Mouth O’ Gargoylian;;;;;;;;;;;;;x
b_muirllar;Muirllar;;;;;;;;;;;;;x
b_muirllar_adj;Muirllarran;;;;;;;;;;;;;x
b_mulhessen;Mulhessen;;;;;;;;;;;;;x
b_mulhessen_adj;Mulhessenian;;;;;;;;;;;;;x
b_myratma;Myratma;;;;;;;;;;;;;x
b_myratma_adj;Myratmarran;;;;;;;;;;;;;x
b_myrrdale;Myrrdale;;;;;;;;;;;;;x
b_myrrdale_adj;Myrrdaler;;;;;;;;;;;;;x
b_myth_dyraalis;Myth Dyraalis;;;;;;;;;;;;;x
b_myth_dyraalis_adj;Myth Dyraalissan;;;;;;;;;;;;;x
b_myth_rhynn;Myth Rhynn;;;;;;;;;;;;;x
b_myth_rhynn_adj;Myth Rhynnian;;;;;;;;;;;;;x
b_nesmyth;Nesmyth;;;;;;;;;;;;;x
b_nesmyth_adj;Nesmythian;;;;;;;;;;;;;x
b_nolin;Nolin;;;;;;;;;;;;;x
b_nolin_adj;Nolinian;;;;;;;;;;;;;x
b_northern_sembia;Northern Sembia;;;;;;;;;;;;;x
b_northern_sembia_adj;Northern Sembian;;;;;;;;;;;;;x
b_nykkar_city;Nykkar City;;;;;;;;;;;;;x
b_nykkar_city_adj;Nykkar Citian;;;;;;;;;;;;;x
b_nykkar_isle;Nykkar Isle;;;;;;;;;;;;;x
b_nykkar_isle_adj;Nykkar Islian;;;;;;;;;;;;;x
b_o_malley;O’Malley;;;;;;;;;;;;;x
b_o_malley_adj;O’Mallean;;;;;;;;;;;;;x
b_ogden;Ogden;;;;;;;;;;;;;x
b_ogden_adj;Ogdenian;;;;;;;;;;;;;x
b_olafstaad;Olafstaad;;;;;;;;;;;;;x
b_olafstaad_adj;Olafstaadian;;;;;;;;;;;;;x
b_old_axe;Old Axe;;;;;;;;;;;;;x
b_old_axe_adj;Old Axian;;;;;;;;;;;;;x
b_onguls_water;Ongul’s Water;;;;;;;;;;;;;x
b_onguls_water_adj;Ongul’s Wateran;;;;;;;;;;;;;x
b_ordulin;Ordulin;;;;;;;;;;;;;x
b_ordulin_adj;Ordulinian;;;;;;;;;;;;;x
b_orvaskyte_keep;Orvaskyte Keep;;;;;;;;;;;;;x
b_orvaskyte_keep_adj;Orvaskytian;;;;;;;;;;;;;x
b_ossian_rock;Ossian Rock;;;;;;;;;;;;;x
b_ossian_rock_adj;Ossian Rocker;;;;;;;;;;;;;x
b_otta;Otta;;;;;;;;;;;;;x
b_otta_adj;Ottan;;;;;;;;;;;;;x
b_pandira;Pandira;;;;;;;;;;;;;x
b_pandira_adj;Pandiran;;;;;;;;;;;;;x
b_pelath;Pelath;;;;;;;;;;;;;x
b_pelath_adj;Pelathian;;;;;;;;;;;;;x
b_peldans_helm;Peldan’s Helm;;;;;;;;;;;;;x
b_peldans_helm_adj;Peldan’s Helmian;;;;;;;;;;;;;x
b_pelmarin;Pelmarin;;;;;;;;;;;;;x
b_pelmarin_adj;Pelmarinni;;;;;;;;;;;;;x
b_pembroke;Pembroke;;;;;;;;;;;;;x
b_pembroke_adj;Pembroken;;;;;;;;;;;;;x
b_pengram;Pengram;;;;;;;;;;;;;x
b_pengram_adj;Pengramian;;;;;;;;;;;;;x
b_pontswain;Pontswain;;;;;;;;;;;;;x
b_pontswain_adj;Pontswainian;;;;;;;;;;;;;x
b_port_kir;Port Kir;;;;;;;;;;;;;x
b_port_kir_adj;Port Kirian;;;;;;;;;;;;;x
b_qian;Qian;;;;;;;;;;;;;x
b_qian_adj;Qianni;;;;;;;;;;;;;x
b_queens_cove;Queen’s Cove;;;;;;;;;;;;;x
b_queens_cove_adj;Queen’s Covian;;;;;;;;;;;;;x
b_rabins_reef;Rabin’s Reef;;;;;;;;;;;;;x
b_rabins_reef_adj;Rabin’s Reefian;;;;;;;;;;;;;x
b_ramshorn;Ramshorn;;;;;;;;;;;;;x
b_ramshorn_adj;Ramshorner;;;;;;;;;;;;;x
b_redspring;Redspring;;;;;;;;;;;;;x
b_redspring_adj;Redspringan;;;;;;;;;;;;;x
b_regents_field;Regent’s Field;;;;;;;;;;;;;x
b_regents_field_adj;Regent’s Fieldian;;;;;;;;;;;;;x
b_rhianna;Rhianna;;;;;;;;;;;;;x
b_rhianna_adj;Rhiannan;;;;;;;;;;;;;x
b_riatavin;Riatavin;;;;;;;;;;;;;x
b_riatavin_adj;Riatavinni;;;;;;;;;;;;;x
