#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_eastern_stormhorns_adj;Eastern Stormhorner;;;;;;;;;;;;;x
c_eyesvale;Eyesvale;;;;;;;;;;;;;x
c_eyesvale_adj;Eyesvalen;;;;;;;;;;;;;x
c_fairheight;Fairheight;;;;;;;;;;;;;x
c_fairheight_adj;Fairheighter;;;;;;;;;;;;;x
c_featherdale;Featherdale;;;;;;;;;;;;;x
c_featherdale_adj;Featherdalen;;;;;;;;;;;;;x
c_flamsterd;Flamsterd;;;;;;;;;;;;;x
c_flamsterd_adj;Flamsterdian;;;;;;;;;;;;;x
c_forest_of_mir;Forest of Mir;;;;;;;;;;;;;x
c_forest_of_mir_adj;Forest of Mirran;;;;;;;;;;;;;x
c_gnarhelm;Gnarhelm;;;;;;;;;;;;;x
c_gnarhelm_adj;Gnarhelmer;;;;;;;;;;;;;x
c_graygruun;Graygruun;;;;;;;;;;;;;x
c_graygruun_adj;Graygruunian;;;;;;;;;;;;;x
c_grondsgrunn;Grondsgrunn;;;;;;;;;;;;;x
c_grondsgrunn_adj;Grondsgrunnian;;;;;;;;;;;;;x
c_gwynneth_highlands;Gwynneth Highlands;;;;;;;;;;;;;x
c_gwynneth_highlands_adj;Gwynneth Highlander;;;;;;;;;;;;;x
c_harrowdale;Harrowdale;;;;;;;;;;;;;x
c_harrowdale_adj;Harrowdalen;;;;;;;;;;;;;x
c_hermits_woods;Hermit's Woods;Hermit's Woods;Hermit's Woods;;Hermit's Woods;;;;;;;;;x
c_hermits_woods_adj;Hermit's Woodsian;;;;;;;;;;;;;x
c_high_dale;High Dale;;;;;;;;;;;;;x
c_high_dale_adj;High Dalen;;;;;;;;;;;;;x
c_highport;Highport;;;;;;;;;;;;;x
c_highport_adj;Highportan;;;;;;;;;;;;;x
c_hullack_forest;Hullack Forest;Hullack Forest;Hullack Forest;;Hullack Forest;;;;;;;;;x
c_hullack_forest_adj;Hullack Forester;;;;;;;;;;;;;x
c_icewind_dale;Icewind Dale;Icewind Dale;Icewind Dale;;Icewind Dale;;;;;;;;;x
c_icewind_dale_adj;Icewind Daler;;;;;;;;;;;;;x
c_jacaman;Jacaman;;;;;;;;;;;;;x
c_jacaman_adj;Jacamanian;;;;;;;;;;;;;x
c_jotunhammer_mountains;Jotunhammer Mountains;;;;;;;;;;;;;x
c_jotunhammer_mountains_adj;Jotunhammerian;;;;;;;;;;;;;x
c_jotunspine;Jotunspine;;;;;;;;;;;;;x
c_jotunspine_adj;Jotunspinian;;;;;;;;;;;;;x
c_kimball;Kimball;;;;;;;;;;;;;x
c_kimball_adj;Kimballan;;;;;;;;;;;;;x
c_kingsbay;Kingsbay;;;;;;;;;;;;;x
c_kingsbay_adj;Kingsbayan;;;;;;;;;;;;;x
c_kings_forest;King's Forest;King's Forest;King's Forest;;King's Forest;;;;;;;;;x
c_kings_forest_adj;King's Forester;;;;;;;;;;;;;x
c_lisburnt_mountains;Lisburnt Mountains;;;;;;;;;;;;;x
c_lisburnt_mountains_adj;Lisburnt Mountainer;;;;;;;;;;;;;x
c_llorgh;Llorgh;;;;;;;;;;;;;x
c_llorgh_adj;Llorghan;;;;;;;;;;;;;x
c_manshaka;Manshaka;;;;;;;;;;;;;x
c_manshaka_adj;Manshakan;;;;;;;;;;;;;x
c_marsember;Marsember;;;;;;;;;;;;;x
c_marsember_adj;Marsembian;;;;;;;;;;;;;x
c_memnon;Memnon;;;;;;;;;;;;;x
c_memnon_adj;Memnonni;;;;;;;;;;;;;x
c_mintarn;Mintarn;;;;;;;;;;;;;x
c_mintarn_adj;Mintarnan;;;;;;;;;;;;;x
c_mistledale;Mistledale;;;;;;;;;;;;;x
c_mistledale_adj;Mistledalen;;;;;;;;;;;;;x
c_moray;Moray;;;;;;;;;;;;;x
c_moray_adj;Morayan;;;;;;;;;;;;;x
c_myrloch_vale;Myrloch Vale;;;;;;;;;;;;;x
c_myrloch_vale_adj;Myrloch Valen;;;;;;;;;;;;;x
c_norland;Norland;;;;;;;;;;;;;x
c_norland_adj;Norlander;;;;;;;;;;;;;x
c_north_alaron;North Alaron;;;;;;;;;;;;;x
c_north_alaron_adj;North Alaronian;;;;;;;;;;;;;x
c_north_cape;North Cape;;;;;;;;;;;;;x
c_north_cape_adj;North Caper;;;;;;;;;;;;;x
c_northern_sembia;Northern Sembia;;;;;;;;;;;;;x
c_northern_sembia_adj;Northern Sembian;;;;;;;;;;;;;x
c_nykkar_isle;Nykkar Isle;;;;;;;;;;;;;x
c_nykkar_isle_adj;Nykkar Islian;;;;;;;;;;;;;x
c_old_coramshan;Old Coramshan;;;;;;;;;;;;;x
c_old_coramshan;Old Coramshani;;;;;;;;;;;;;x
c_orcskill;Orcskill;;;;;;;;;;;;;x
c_orcskill_adj;Orcskillian;;;;;;;;;;;;;x
c_ordulin;Ordulin;;;;;;;;;;;;;x
c_ordulin_adj;Ordulinian;;;;;;;;;;;;;x
c_ossian_rock;Ossian Rock;;;;;;;;;;;;;x
c_ossian_rock_adj;Ossinian;;;;;;;;;;;;;x
c_pandira;Pandira;;;;;;;;;;;;;x
c_pandira_adj;Pandiran;;;;;;;;;;;;;x
c_rabins_reef;Rabin’s Reef;;;;;;;;;;;;;x
c_rabins_reef_adj;Rabin’s Reefian;;;;;;;;;;;;;x
c_saerloon;Saerloon;;;;;;;;;;;;;x
c_saerloon_adj;Saerloonian;;;;;;;;;;;;;x
c_saint_noradnar;Saint Noradnar;;;;;;;;;;;;;x
c_saint_noradnar_adj;Saint Noradnarran;;;;;;;;;;;;;x
c_sarenestar;Sarenestar;;;;;;;;;;;;;x
c_sarenestar_adj;Sarenestarran;;;;;;;;;;;;;x
c_scardale;Scardale;;;;;;;;;;;;;x
c_scardale_adj;Scardalen;;;;;;;;;;;;;x
c_selgaunt;Selgaunt;;;;;;;;;;;;;x
c_selgaunt_adj;Selgauntian;;;;;;;;;;;;;x
c_semberholme;Semberholme;;;;;;;;;;;;;x
c_semberholme_adj;Semberholmian;;;;;;;;;;;;;x
c_sembian_peninsula;Sembian Peninsula;;;;;;;;;;;;;x
c_sembian_peninsula_adj;Sembian Peninsular;;;;;;;;;;;;;x
c_shadowdale;Shadowdale;;;;;;;;;;;;;x
c_shadowdale_adj;Shadowdalen;;;;;;;;;;;;;x
c_skadaurak;Skadaurak;;;;;;;;;;;;;x
c_skadaurak_adj;Skadaurakian;;;;;;;;;;;;;x
c_snowdown;Snowdown;;;;;;;;;;;;;x
c_snowdown_adj;Snowdownian;;;;;;;;;;;;;x
c_spider_swamp;Spider Swamp;;;;;;;;;;;;;x
c_spider_swamp_adj;Spider Swampian;;;;;;;;;;;;;x
c_stagford;Stagford;;;;;;;;;;;;;x
c_stagford_adj;Stagforder;;;;;;;;;;;;;x
c_stirgewick;Stirgewick;;;;;;;;;;;;;x
c_stirgewick_adj;Stirgewicker;;;;;;;;;;;;;x
c_talffolk;Talffolk;;;;;;;;;;;;;x
c_talffolk_adj;Talffolk;;;;;;;;;;;;;x
c_tarkhaldale;Tarkhaldale;;;;;;;;;;;;;x
c_tarkhaldale_adj;Tarkhaldalen;;;;;;;;;;;;;x
c_tasseldale;Tasseldale;;;;;;;;;;;;;x
c_tasseldale_adj;Tasseldalen;;;;;;;;;;;;;x
c_ten_towns;Ten-Towns;Ten-Towns;Ten-Towns;;Ten-Towns;;;;;;;;;x
c_ten_towns_adj;Ten-Townser;;;;;;;;;;;;;x
c_teshburl;Teshburl;;;;;;;;;;;;;x
c_teshburl_adj;Teshburlan;;;;;;;;;;;;;x
c_teshyll;Teshyll;;;;;;;;;;;;;x
c_teshyll_adj;Teshyllan;;;;;;;;;;;;;x
c_the_shrouded_lands;The Shrouded Lands;;;;;;;;;;;;;x
c_the_shrouded_lands_adj;Shrouded Lander;;;;;;;;;;;;;x
c_the_stonelands;The Stonelands;The Stonelands;The Stonelands;;The Stonelands;;;;;;;;;x
c_the_stonelands_adj;Stonelander;;;;;;;;;;;;;x
c_the_stormhorns;The Stormhorns;The Stormhorns;The Stormhorns;;The Stormhorns;;;;;;;;;x
c_the_stormhorns_adj;Stormhorner;;;;;;;;;;;;;x
c_the_vast_swamp;The Vast Swamp;The Vast Swamp;The Vast Swamp;;The Vast Swamp;;;;;;;;;x
c_the_vast_swamp_adj;Vast Swamper;;;;;;;;;;;;;x
c_thunder_peaks;Thunder Peaks;Thunder Peaks;Thunder Peaks;;Thunder Peaks;;;;;;;;;x
c_thunder_peaks_adj;Thunder Peakser;;;;;;;;;;;;;x
c_thunder_way;Thunder Way;;;;;;;;;;;;;x
c_thunder_way_adj;Thunder Wayer;;;;;;;;;;;;;x
c_tilverton;Tilverton;Tilverton;Tilverton;;Tilverton;;;;;;;;;x
c_tilverton_adj;Tilvertonian;;;;;;;;;;;;;x
c_trollclaw;Trollclaw;;;;;;;;;;;;;x
c_trollclaw_adj;Trollclawed;;;;;;;;;;;;;x
c_urmlaspyr;Urmlaspyr;;;;;;;;;;;;;x
c_urmlaspyr_adj;Urmlaspyrian;;;;;;;;;;;;;x
c_ventris;Ventris;;;;;;;;;;;;;x
c_ventris_adj;Ventricular;;;;;;;;;;;;;x
c_wave_rocks;Wave Rocks;;;;;;;;;;;;;x
c_wave_rocks_adj;Wave Rocker;;;;;;;;;;;;;x
c_west_calim_desert;West Calim Desert;;;;;;;;;;;;;x
c_west_calim_desert_adj;West Calim Desertian;;;;;;;;;;;;;x
c_west_marching_mountains;West Marching Mountains;;;;;;;;;;;;;x
c_west_marching_mountains_adj;West Marching Mountainsian;;;;;;;;;;;;;x
c_west_oman;West Oman;;;;;;;;;;;;;x
c_west_oman_adj;West Omanian;;;;;;;;;;;;;x
c_western_sembia;Western Sembia;;;;;;;;;;;;;x
c_western_sembia_adj;Western Sembian;;;;;;;;;;;;;x
c_winterglen;Winterglen;;;;;;;;;;;;;x
c_winterglen_adj;Winterglenian;;;;;;;;;;;;;x
c_yhaunn;Yhaunn;;;;;;;;;;;;;x
c_yhaunn_adj;Yhaunnian;;;;;;;;;;;;;x
